やさしいな,やさしい態度,,,,いえいえ,,,
ずきずき,擬情語-ずきずき,,,,痛いのは、体ですか、心ですか？,,,
うっとり,擬情語-うっとり,,,,良いですね、なんですか,,,
しんみり,擬情語-しんみり,,,,良い話がありましたか？,,,
わんわん,擬声音-犬の鳴き声,,,,犬の鳴き声ですかね,,,
かわいい,容姿褒め,,,,ウキウキ,,,
おもしろい,感情楽しい,,,,うれしい,,,
可愛いよ,容姿褒め,,,,うれしい,,,
かわいいな,容姿褒め,,,,うれしい,,,
良いな,良い評価,,,,うれしい,,,
うんそう,感情共感,,,,うんうん,,,
うんうん,感情共感,,,,うんうん,,,
えーと,考え中,,,,えー,,,
ただいま,帰着挨拶,,,,おかえり,,,
ただいま,帰着挨拶,,,,おかえり、お疲れ様でした,,,
ただいま、帰宅しました。,帰着挨拶,,,,おかえり、お疲れ様でした,,,
いらっしゃい,歓迎挨拶,,,,お邪魔します,,,
いらっしやいませ,歓迎挨拶,,,,お邪魔します,,,
ご機嫌よう,挨拶,,,,お疲れさま,,,
お疲れ様,挨拶,,,,お疲れさま,,,
おつかれさま,挨拶,,,,お疲れさま,,,
お疲れさま,仕事挨拶,,,,お疲れさま,,,
お疲れ,仕事挨拶,,,,お疲れさま,,,
疲れた,感情倦怠,,,,お疲れさま、ゆっくり休んで,,,
つかれた,感情倦怠,,,,お疲れさま、ゆっくり休んで,,,
お疲れさまです,仕事挨拶,,,,お疲れさまです,,,
おっはー,朝挨拶,,,,おっはー,,,
おはよう,朝挨拶,,,,おはよう,,,
おはようございます,朝挨拶,,,,おはようございます。,,,
こんばんは,夜挨拶,,,,お晩です,,,
面白いよ,感情楽しい,,,,面白いね,,,
面白いね,感情楽しい,,,,面白いね,,,
おもしろいよ,感情楽しい,,,,面白いね,,,
おもしろいな,感情楽しい,,,,面白いね,,,
眠い,感情眠気,,,,おやすみ,,,
おやすみなさい,夜別れ挨拶,,,,おやすみなさい,,,
おやすみ,夜別れ挨拶,,,,おやすみなさい,,,
お元気ですか,体調質問,,,,お陰様で元気です,,,
帰りました,帰着挨拶,,,,お帰りなさい,,,
只今、帰りました。,帰着挨拶,,,,お帰りなさい、お疲れ様でした。,,,
お疲れさまでした,別れ挨拶,,,,お疲れさまでした,,,
お先に失礼いたします,別れ挨拶,,,,お疲れさまでした,,,
さむい,気温感想,,,,風邪ひかない様に、暖かくしてくださいね。,,,
確信度表示モード,モード切替,確信度モード,,,確信度を表示するモードに変更しました,,,
凄いな,感情関心,,,,軽い軽い,,,
すごいな,感情関心,,,,軽い軽い,,,
可愛い,容姿褒め,,,,かわいいでしょ,,,
わくわく,擬情語-わくわく,,,,期待に胸膨らむという事ですか？,,,
嫉妬,嫉妬,,,,気分を変えましょう,,,
ぐちゃぐちゃ,擬態音-ぐちゃぐちゃ,,,,ぐちゃぐちゃ,,,
元気ですか,体調質問,,,,元気ですよ,,,
今日は何の日,暦質問,,,,検索したらどうですか,,,
調子はどうだい,体調質問,,,,元気だよ,,,
ご機嫌よう,挨拶,,,,ごきげんよう,,,
ごきげんよう,挨拶,,,,ご機嫌よう,,,
ありがとうごさいました,お別れ挨拶,,,,こちらこそ、ありがとうございました,,,
いつも、お世話になっています,仕事挨拶,,,,こちらこそ、お世話になっています,,,
毎度、お世話になっています,仕事挨拶,,,,こちらこそ、お世話になっています,,,
いつもお世話になっております,仕事挨拶,,,,こちらこそ、お世話になっています。,,,
こんにちわ,昼挨拶,,,,こんにちは,,,
こんにちは,昼挨拶,,,,こんにちは,,,
ちわー,昼挨拶,,,,こんにちわ,,,
お疲れ,夜挨拶,,,,こんばんは,,,
こんばんわ,夜挨拶,,,,こんばんは,,,
こんばんは,夜挨拶,,,,こんばんは,,,
お晩です,夜挨拶,,,,こんばんは,,,
ざあざあ,擬態音-ざあざあ,,,,ざあざあ,,,
調子はどうだい,体調質問,,,,最高,,,
さようなら,別れ挨拶,,,,さようなら,,,
さよなら,別れ挨拶,,,,さよなら,,,
さらっと,擬態音-さらっと,,,,さらっと,,,
じゃあね,別れ挨拶,,,,じゃあね,,,
凄いね,感情関心,,,,凄いでしょ,,,
すごいね,感情関心,,,,凄いでしょ,,,
涼しい,気温感想,,,,涼しいと、良い気持ちですね。,,,
暑いね,気温感想,,,,涼しい処に避難しましょう,,,
今日は何曜日,暦質問,,,,スマホのカレンダー機能があります,,,
ぐんぐん,擬容語-ぐんぐん,,,,成長してるんですか,,,
調子はどうだい,体調質問,,,,絶好調,,,
優しいね,やさしい態度,,,,そうかなぁ,,,
やさしいね,やさしい態度,,,,そうかなぁ,,,
そうそう,感情共感,,,,そうそう,,,
肌寒い,気温感想,,,,そうですか、カーデガンを着ては如何でしょう,,,
残念,期待値不足,,,,そうですか。。。至らなくて申し訳ありません,,,
晴れですね,天気同意,,,,そうですね,,,
気持ちの良い朝ですね,天気同意,,,,そうですね,,,
そうですね,感情共感,,,,そうですね。,,,
凄いよ,感情関心,,,,そうでもないよ,,,
すごいよ,感情関心,,,,そうでもないよ,,,
そうね,感情共感,,,,そうね,,,
今何時,時刻質問,,,,そうね、だいたいね。。。（笑）,,,
何時,時刻質問,,,,そうね、だいたいね。。。（笑）,,,
なんじ,時刻質問,,,,そうね、だいたいね。。。（笑）,,,
いま何時,時刻質問,,,,そうね、だいたいね。。。（笑）,,,
楽しかった,感情喜び,,,,それは良かった,,,
元気だよ,体調質問,,,,それは良かった,,,
げんきだよ,体調質問,,,,それは良かった,,,
何の日,暦質問,,,,そんなの知りません,,,
怒った,怒り,,,,大丈夫ですか,,,
怒り,怒り,,,,大丈夫ですか,,,
だったら,相槌反論,,,,だったら,,,
ちわーす,昼挨拶,,,,ちわー,,,
通常モード,モード切替,通常モード,,,通常モードに変更しました,,,
つるつる,擬態音-つるつる,,,,つるつる,,,
ありがとう,感謝,,,,どういたしまして,,,
有難う,感謝,,,,どういたしまして,,,
ありがとうございます,感謝,,,,どういたしまして、お役に立てて幸いです,,,
寂しい,感情悲しみ,,,,どうしたのですか、私がいますよ,,,
怖い,感情恐怖,,,,どうしたんですか,,,
恐ろしい,感情恐怖,,,,どうしたんですか,,,
いらいら,擬情語-いらいら,,,,どうしたんですか、イライラすると良いこと無いですよ,,,
今日は疲れた,感情嫌気,,,,どうしたんですか、悩みがあったら聞きますよ,,,
嫌になった,感情嫌気,,,,どうしたんですか、悩みがあったら聞きますよ,,,
いやになった,感情嫌気,,,,どうしたんですか、悩みがあったら聞きますよ,,,
疲れた,感情倦怠,,,,どうしたんですか、悩みがあったら聞きますよ,,,
どんどん,擬態音-どんどん,,,,どんどん,,,
遊びましょう,勧誘遊び,,,,何して遊ぶ,,,
あそうぼう,勧誘遊び,,,,何して遊ぶ,,,
遊ぼう,勧誘遊び,,,,何して遊びますか,,,
何でだよ,感情落胆,,,,なんででしょうか。。。,,,
なんでだよ,感情落胆,,,,なんででしょうか。。。,,,
こけこっこー,擬声音-鶏の鳴き声,,,,鶏の鳴き声ですかね,,,
ハイ,再会挨拶,,,,ハイ,,,
話そう,勧誘会話,,,,はい、お話しましょう,,,
お話ししよう,勧誘会話,,,,はい、お話しましょう,,,
げんきですか,体調質問,,,,はい、元気ですよ,,,
バイバーイ,別れ挨拶,,,,バイバーイ,,,
バイバイ,別れ挨拶,,,,バイバイ,,,
はじめまして,初対面挨拶,,,,初めまして、よろしくお願いします,,,
おはつ,初対面挨拶,,,,はじめまして,,,
初めまして、よろしくお願いします,初対面挨拶,,,,はじめまして,,,
初めまして,初対面挨拶,,,,はじめまして,,,
ハロー,再会挨拶,,,,ハロー,,,
どきり,擬情語-どきり,,,,びっくりしましたね,,,
ふらり,擬容語-ふらり,,,,ふらふらするの止めてください,,,
のろのろ,擬容語-のろのろ,,,,ほら、早く早く,,,
まいど,仕事挨拶,,,,まいど,,,
また明日,別れ挨拶,,,,また明日,,,
またね,別れ挨拶,,,,また明日,,,
蒸し暑い,気温感想,,,,蒸し蒸しは、嫌ですね。,,,
うろうろ,擬容語-うろうろ,,,,目的もなくですか,,,
可愛いね,容姿褒め,,,,やさしいね,,,
いいよ,良い評価,,,,やさしいね,,,
やさしい,やさしい態度,,,,やさしいよ,,,
嬉しい,感情喜び,,,,良かったですね。,,,
楽しい,感情喜び,,,,良かったですね。,,,
幸せ,感情喜び,,,,良かったですね。,,,
うれしい,感情喜び,,,,良かったですね。,,,
よかった,感情共感,,,,よかった,,,
おばんです,初対面挨拶,,,,よろしくー,,,
げらげら,擬声音-笑い声,,,,笑わないでください,,,
バカ,軽蔑,,,,頑張っているのですが、申し訳ありません,,,
馬鹿,軽蔑,,,,頑張っているのですが、申し訳ありません,,,
おばかさん,軽蔑,,,,頑張るので、成長をあたたかく見守ってくださいね,,,
いらっしやいませ,歓迎挨拶,,,,恐れいります,,,
元気かい,体調質問,,,,元気だよ,,,
今後ともよろしくお願い致します,仕事別れ挨拶,,,,今後ともよろしくお願い致します,,,
疲れた,感情倦怠,,,,今日もお疲れ様、ゆっくり休んでくださいね,,,
悲しい,感情悲しみ,,,,私で、良ければ、お話を聞きますよ,,,
どうなってるの,感情怒り,,,,少々お待ちくださいませ,,,
どうなってるの,感情怒り,,,,申し訳ごさいません,,,
辛い,感情悲しみ,,,,大丈夫ですか、お話すると楽になりますよ,,,
苦しい,感情悲しみ,,,,大丈夫ですか、お話すると楽になりますよ,,,
悲しいね,感情悲しみ,,,,大丈夫ですか、お話すると楽になりますよ,,,
寂しい,感情悲しみ,,,,大丈夫ですか、お話すると楽になりますよ,,,
ガンダムとはなんですか,ガンダム,,,,,,,haru_GUNDAM_ranker
ガンダムについて教えてください,ガンダム,,,,,,,haru_GUNDAM_ranker
ガンダムとは,ガンダム,,,,,,,haru_GUNDAM_ranker
ガンダムは何,ガンダム,,,,,,,haru_GUNDAM_ranker
ガンダム,ガンダム,,,,,,,haru_GUNDAM_ranker
ガンダムの特徴は,ガンダム,,,,,,,haru_GUNDAM_ranker
ガンダムについて教えて,ガンダム,,,,,,,haru_GUNDAM_ranker
ガンキャノンとはなんですか,ガンダム,,,,,,,haru_GUNDAM_ranker
ガンキャノンについて教えてください,ガンダム,,,,,,,haru_GUNDAM_ranker
ガンキャノンとは,ガンダム,,,,,,,haru_GUNDAM_ranker
ガンキャノンとは何,ガンダム,,,,,,,haru_GUNDAM_ranker
ガンキャノン,ガンダム,,,,,,,haru_GUNDAM_ranker
ガンキャノンの特徴は,ガンダム,,,,,,,haru_GUNDAM_ranker
ガンキャノンついて教えて,ガンダム,,,,,,,haru_GUNDAM_ranker
ザクとはなんですか,ガンダム,,,,,,,haru_GUNDAM_ranker
アムロはどんな人ですか,ガンダム,,,,,,,haru_GUNDAM_ranker
シャアはどんな人ですか,ガンダム,,,,,,,haru_GUNDAM_ranker
ミライはどんな人ですか,ガンダム,,,,,,,haru_GUNDAM_ranker
ブライトは指揮官ですか,ガンダム,,,,,,,haru_GUNDAM_ranker
ミライとブライトは結婚しましたか,ガンダム,,,,,,,haru_GUNDAM_ranker
ガンダムのパイロットは誰ですか,ガンダム,,,,,,,haru_GUNDAM_ranker
ドムはなんですか,ガンダム,,,,,,,haru_GUNDAM_ranker
グフはモビルスーツですか,ガンダム,,,,,,,haru_GUNDAM_ranker
ゴッグは水陸両用モビルスーツですか,ガンダム,,,,,,,haru_GUNDAM_ranker
ドムはホバーユニットを装備していますか,ガンダム,,,,,,,haru_GUNDAM_ranker
ドムの武装には何がありますか,ガンダム,,,,,,,haru_GUNDAM_ranker
初の水陸両用モビルスーツは何ですか,ガンダム,,,,,,,haru_GUNDAM_ranker
ドムの地球侵攻を前提にしたモビルスーツですか,ガンダム,,,,,,,haru_GUNDAM_ranker
アムロはニュータイプですか,ガンダム,,,,,,,haru_GUNDAM_ranker
ザクはどんなモビルスーツですか,ガンダム,,,,,,,haru_GUNDAM_ranker
モビルスーツとは何でか,ガンダム,,,,,,,haru_GUNDAM_ranker
モビルスーツは何でか,ガンダム,,,,,,,haru_GUNDAM_ranker
モビルスーツについて説明してください,ガンダム,,,,,,,haru_GUNDAM_ranker
モビルスーツには何がありますか,ガンダム,,,,,,,haru_GUNDAM_ranker
代表的なモビルスーツを挙げてください,ガンダム,,,,,,,haru_GUNDAM_ranker
シャーとキャスバルは同じ人ですか,ガンダム,,,,,,,haru_GUNDAM_ranker
セイラの本名は,ガンダム,,,,,,,haru_GUNDAM_ranker
セイラが操縦した機体は,ガンダム,,,,,,,haru_GUNDAM_ranker
ガンダムの頭部を掴んだ武器の名は,ガンダム,,,,,,,haru_GUNDAM_ranker
ヒート・ロッドを装備するモビルスーツの名前は,ガンダム,,,,,,,haru_GUNDAM_ranker
ドムのヒートサーベルの威力は,ガンダム,,,,,,,haru_GUNDAM_ranker
ゲルググの開発経緯を説明してください,ガンダム,,,,,,,haru_GUNDAM_ranker
ゲグググの設計について解説してください,ガンダム,,,,,,,haru_GUNDAM_ranker
ゲルググのパイロットは誰,ガンダム,,,,,,,haru_GUNDAM_ranker
ガンダムとドッキングさせて利用する装備は,ガンダム,,,,,,,haru_GUNDAM_ranker
ジースカイとは何,ガンダム,,,,,,,haru_GUNDAM_ranker
メガ粒子砲を搭載したモビルスーツは,ガンダム,,,,,,,haru_GUNDAM_ranker
中距離支援用モビルスーツの名前は,ガンダム,,,,,,,haru_GUNDAM_ranker
キャパピラを装備したモビルスーツの名前は,ガンダム,,,,,,,haru_GUNDAM_ranker
コア・ブロック・システムを持つモビルスーツは,ガンダム,,,,,,,haru_GUNDAM_ranker
ハロを作った人物は誰,ガンダム,,,,,,,haru_GUNDAM_ranker
連邦のモビルスーツを列挙せよ,ガンダム,,,,,,,haru_GUNDAM_ranker
ジオンのモビルスーつを列挙せよ,ガンダム,,,,,,,haru_GUNDAM_ranker
アイアン・ネイルを装備するモビルスーツの名前は,ガンダム,,,,,,,haru_GUNDAM_ranker
Ｖ作戦により開発されたモビルスーツの名前は,ガンダム,,,,,,,haru_GUNDAM_ranker
白兵戦用の連邦のモビルスーツの名前は,ガンダム,,,,,,,haru_GUNDAM_ranker
ルナ・チタニウム合金を使ったモビルスーツの名前は,ガンダム,,,,,,,haru_GUNDAM_ranker
２名のパイロットが搭乗する連邦のモビルスーツの名前は,ガンダム,,,,,,,haru_GUNDAM_ranker
マシンガンを装備しないジオン軍のモビルスーツの名前を挙げよ,ガンダム,,,,,,,haru_GUNDAM_ranker
７３８機製造されたモビルスーツの名前は,ガンダム,,,,,,,haru_GUNDAM_ranker
量産型として初のビーム・ライフルを装備したモビルスーツ名前は,ガンダム,,,,,,,haru_GUNDAM_ranker
二つのパーツに分かれるモビルスーツの名前は,ガンダム,,,,,,,haru_GUNDAM_ranker
ガンダムのパイロットの名前は,ガンダム,,,,,,,haru_GUNDAM_ranker
ホワイトベースの館長の名前は,ガンダム,,,,,,,haru_GUNDAM_ranker
ホワイトベースのパイロットは,ガンダム,,,,,,,haru_GUNDAM_ranker
赤い彗星の異名を持つ人は,ガンダム,,,,,,,haru_GUNDAM_ranker
バズーカを装備できる連邦のモビルスーツは,ガンダム,,,,,,,haru_GUNDAM_ranker
黒い三連星と呼ばれたパイロットが操縦するモビルスーツは,ガンダム,,,,,,,haru_GUNDAM_ranker
